t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi
  0.0000  -3.4815   3.4896  -3.7084   3.6517  -0.9893   0.9262  -0.4267   0.6717  -0.0006  -0.0049   0.4653 
  0.0000  -3.2869   3.5017  -3.7936   3.7490  -1.1200   0.9539  -0.3938   0.5964   0.0021  -0.0094   0.4653 
  0.0000  -3.5544   3.4288  -3.4936   3.9881  -1.0075   1.0032  -0.5618   0.4311   0.0046  -0.0062   0.4696 
  0.0000  -3.6760   3.4531  -3.5625   3.5990  -0.9080   0.9807  -0.5427   0.6821  -0.0023  -0.0004   0.4640 
  0.0000  -3.8219   3.5017  -3.8098   3.3072  -0.8206   0.9608  -0.3532   0.8690  -0.0103   0.0026   0.4689 
  0.0000  -3.7328   4.0651  -3.4085   3.6598  -0.8881   0.6146  -0.5972   0.6916   0.0073   0.0091   0.4827 
  0.0000  -3.7328   4.6487  -3.5544   3.1775  -0.8673   0.2778  -0.5012   0.9461   0.0067   0.0206   0.4907 
  0.0000  -3.6963   3.6152  -3.9273   3.5017  -0.8734   0.8301  -0.3471   0.7582  -0.0063  -0.0015   0.4786 
  0.0000  -3.8422   3.5747  -3.5666   3.5017  -0.8309   0.8933  -0.5167   0.7660  -0.0042   0.0044   0.4703 
  0.0000  -3.4896   3.3558  -3.5990   3.7936  -1.0041   1.0404  -0.4735   0.5436   0.0008  -0.0068   0.4623 
  0.0000  -3.7084   3.2464  -3.5990   3.6720  -0.8439   1.0837  -0.4890   0.7305  -0.0049  -0.0040   0.4619 
  0.0000  -4.0529   3.4207  -3.9678   3.2991  -0.6630   0.9945  -0.3289   0.8993  -0.0163   0.0026   0.4786 
  0.0000  -3.7814   4.0003  -3.3802   3.3356  -0.7955   0.6310  -0.5600   0.8500   0.0022   0.0133   0.4707 
  0.0000  -3.7936   4.6204  -3.4815   3.2099  -0.7608   0.2830  -0.5358   0.9495   0.0069   0.0215   0.4904 
  0.0000  -3.9192   3.6882  -3.5990   3.5869  -0.6232   0.7946  -0.4960   0.7626  -0.0030   0.0053   0.4803 
  0.0000  -3.5180   3.7368  -3.4693   3.6031  -0.8985   0.7816  -0.5747   0.7816   0.0044   0.0023   0.4652 
  0.0000  -3.4936   3.6233  -3.6274   3.7206  -0.8933   0.8517  -0.4856   0.7331   0.0028  -0.0029   0.4696 
  0.0000  -3.9638   3.5382  -3.5869   4.0165  -0.6267   0.8855  -0.5124   0.5280   0.0001  -0.0013   0.4904 
  0.0000  -3.9638   3.4328  -3.3721   3.5504  -0.6111   0.9201  -0.6362   0.8197  -0.0044   0.0059   0.4649 
  0.0000  -3.7368   3.7936  -3.7936   3.3923  -0.7124   0.7461  -0.4060   0.8924  -0.0043   0.0043   0.4778 
  0.0000  -3.4085   4.2961  -3.7368   3.3194  -0.9158   0.3843  -0.4631   0.9582   0.0059   0.0081   0.4792 
  0.0000  -3.6274   3.7084  -3.6031   3.6233  -0.8465   0.7911  -0.5020   0.8292   0.0013   0.0014   0.4728 
  0.0000  -3.3437   3.5544  -3.4693   3.7571  -0.8725   0.8526  -0.6172   0.7089   0.0062  -0.0041   0.4586 
  0.0000  -3.5261   3.5909  -3.4572   3.7976  -0.8552   0.8301  -0.6275   0.6925   0.0051  -0.0017   0.4666 
  0.0000  -3.5504   3.5544  -3.8098   4.2475  -0.8630   0.9348  -0.4657   0.4146   0.0055  -0.0119   0.4923 
  0.0000  -3.8219   3.1775  -3.4936   3.6841  -0.7496   1.0698  -0.6249   0.7089  -0.0057  -0.0022   0.4603 
  0.0000  -3.4410   3.5666  -3.5869   3.6031  -0.8708   0.8335  -0.5375   0.7695   0.0018  -0.0023   0.4610 
  0.0000  -3.1248   3.9070  -3.7611   3.4572  -1.1287   0.7089  -0.4622   0.8638   0.0060  -0.0023   0.4627 
  0.0000  -3.2099   3.7976  -3.6152   3.8462  -1.1123   0.5358  -0.5280   0.6310   0.0102  -0.0057   0.4698 
  0.0000  -3.8544   3.4774  -3.7571   3.7936  -0.7600   0.8690  -0.4518   0.6319  -0.0043  -0.0027   0.4832 
  0.0000  -3.3437   3.6152  -3.8584   3.9759  -0.9781   0.8318  -0.4042   0.5141   0.0049  -0.0109   0.4803 
  0.0000  -3.4572   3.2099  -3.5423   3.9395  -0.9755   1.0370  -0.5886   0.5237   0.0019  -0.0102   0.4594 
  0.0000  -4.1218   3.5504  -3.2383   3.3356  -0.6223   0.9097  -0.7461   0.8586  -0.0059   0.0137   0.4625 
  0.0000  -3.3599   3.5180  -3.8908   3.4572  -0.9807   0.9383  -0.3687   0.8197  -0.0034  -0.0059   0.4619 
  0.0000  -3.7571   4.4785  -3.7206   3.1248  -0.8102   0.3834  -0.4847   1.0119   0.0016   0.0174   0.4896 
  0.0000  -3.5058   3.4288  -4.0611   3.7936  -0.9201   0.8768  -0.2856   0.6431  -0.0043  -0.0115   0.4802 
  0.0000  -3.7206   3.7125  -3.4815   3.6031  -0.7981   0.8197  -0.5920   0.7401   0.0014   0.0044   0.4714 
  0.0000  -3.1978   3.2383  -3.6395   3.8179  -1.1166   0.9919  -0.4994   0.6180   0.0027  -0.0128   0.4511 
  0.0000  -3.7125   3.4166  -3.4896   4.2961  -0.8284   0.9487  -0.6059   0.4034   0.0064  -0.0082   0.4842 
  0.0000  -3.7206   3.3599  -3.4572   3.5504  -0.8206   0.9859  -0.6146   0.7427  -0.0033   0.0009   0.4574 
  0.0000  -4.1016   3.4085  -3.6233   3.4815  -0.6301   0.9842  -0.4968   0.7955  -0.0104   0.0051   0.4745 
  0.0000  -3.5666   3.9557  -3.6963   3.5180  -0.8924   0.6596  -0.5064   0.7842   0.0026   0.0039   0.4785 
  0.0000  -3.5301   4.4299  -3.7084   3.5261  -0.8976   0.3999  -0.4492   0.7859   0.0090   0.0091   0.4933 
  0.0000  -3.6152   3.5017  -3.6152   3.7733  -0.8985   0.8889  -0.4942   0.6388   0.0006  -0.0034   0.4710 
  0.0000  -3.3072   3.4653  -3.7692   3.8300  -1.0456   0.9694  -0.4458   0.6094   0.0027  -0.0103   0.4666 
  0.0000  -3.4288   3.1167  -3.4410   4.1016  -0.9755   1.1183  -0.6336   0.4241   0.0044  -0.0125   0.4574 
  0.0000  -3.8098   3.3680  -3.5869   3.4085  -0.7392   1.0430  -0.5626   0.8197  -0.0078   0.0023   0.4602 
  0.0000  -4.1381   3.4653  -3.7003   3.4572  -0.5721   0.9729  -0.4362   0.7868  -0.0114   0.0056   0.4792 
  0.0000  -3.7449   3.9516  -3.6395   3.5666  -0.7704   0.6829  -0.5332   0.7401   0.0017   0.0061   0.4839 
  0.0000  -3.6639   4.3529  -3.5625   3.5301  -0.8361   0.4328  -0.5332   0.7695   0.0082   0.0116   0.4906 
  0.0000  -3.7368   3.6882  -3.5058   3.4896  -0.7704   0.7011  -0.6050   0.7911  -0.0008   0.0054   0.4682 
  0.0000  -3.2099   3.4085  -3.7084   3.5504  -1.1434   0.9746  -0.4960   0.7565   0.0005  -0.0080   0.4506 
  0.0000  -3.5382   3.5058  -3.4815   4.0975  -0.8760   0.9218  -0.6223   0.4743   0.0073  -0.0067   0.4748 
  0.0000  -3.5666   3.2099  -3.5788   3.6477  -0.8716   1.1053  -0.5427   0.6916  -0.0036  -0.0056   0.4546 
  0.0000  -4.0651   3.4410  -3.7449   3.4693  -0.5877   0.9668  -0.5176   0.8093  -0.0112   0.0036   0.4779 
  0.0000  -3.5625   3.9273  -3.5058   3.2748  -0.8535   0.7011  -0.4553   0.9262   0.0017   0.0089   0.4633 
  0.0000  -3.6639   4.4015  -3.4045   3.3923  -0.8110   0.4042  -0.6535   0.8656   0.0091   0.0159   0.4825 
  0.0000  -3.6882   3.9273  -3.4166   3.4774  -0.7522   0.6457  -0.6258   0.8292   0.0037   0.0090   0.4711 
  0.0000  -3.3964   3.7328  -3.5058   3.5423  -0.9547   0.7825  -0.6431   0.7998   0.0047   0.0010   0.4603 
  0.0000  -3.5504   3.7003  -3.5788   3.6517  -0.8647   0.7479  -0.5756   0.7279   0.0028   0.0003   0.4702 
  0.0000  -3.7692   3.2991  -3.3477   4.2434  -0.7479   1.0015  -0.7002   0.4562   0.0053  -0.0065   0.4760 
  0.0000  -3.9151   3.2748  -3.5382   3.6112  -0.6596   1.0387  -0.5929   0.7530  -0.0071   0.0005   0.4656 
  0.0000  -3.6963   3.7247  -4.0732   3.3477  -0.7877   0.8084  -0.3445   0.8855  -0.0087   0.0000   0.4819 
  0.0000  -3.5382   3.8665  -3.6355   3.6841  -0.8794   0.6760  -0.5444   0.7271   0.0047   0.0011   0.4781 
  0.0000  -3.3842   4.1381  -3.6720   3.5747  -0.9391   0.5843  -0.5020   0.7833   0.0082   0.0034   0.4795 
  0.0000  -3.6152   3.4450  -3.6882   3.8787  -0.8889   0.8889  -0.5185   0.6094   0.0003  -0.0063   0.4749 
  0.0000  -3.3234   3.3721  -3.6720   3.9435  -0.9582   0.9357  -0.5141   0.5652   0.0040  -0.0115   0.4646 
  0.0000  -3.6517   3.1491  -3.6882   4.0773  -0.8024   1.1079  -0.5453   0.5393  -0.0014  -0.0121   0.4729 
  0.0000  -3.9516   3.4288  -3.5625   3.6598  -0.6137   0.9573  -0.5791   0.6708  -0.0053   0.0020   0.4741 
  0.0000  -3.8219   3.7976  -3.8098   3.6720  -0.7132   0.7756  -0.4735   0.7124  -0.0020   0.0017   0.4903 
  0.0000  -3.4936   3.8827  -3.9273   3.4653  -0.8967   0.6769  -0.3609   0.7842  -0.0009  -0.0002   0.4795 
  0.0000  -3.3802   4.2840  -3.7003   3.6477  -0.9296   0.5228  -0.4925   0.6985   0.0106   0.0040   0.4874 
  0.0000  -3.8949   3.5666  -3.6031   3.7368  -0.7496   0.8335  -0.5592   0.6371  -0.0024   0.0015   0.4806 
