t, omega_1,     omega_2,    omega_3,    omega_4,     M1,     M2,     M3,    M4,     Vx_o,       Vy_o,   dpsi
  0.0000  -1.1713  -2.9587   3.7571  -8.2721  -0.5271  -0.1385   0.2328  -1.3849  -0.1081   0.1280  -0.4486 
  0.0000  -1.2321  -3.5017   3.4653  -8.3896  -0.4865  -0.0935   0.3107  -1.3131  -0.1207   0.1198  -0.4586 
  0.0000  -1.1591  -3.5017   3.4166  -8.8030  -0.4813  -0.1402   0.2527  -0.9824  -0.1256   0.1235  -0.4728 
  0.0000  -1.2321  -3.7814   3.2018  -8.4261  -0.4821  -0.1922   0.2017  -1.1954  -0.1280   0.1135  -0.4603 
  0.0000  -1.3861  -4.3772   2.9789  -8.1464  -0.3549  -0.1333   0.1835  -1.3520  -0.1366   0.1017  -0.4583 
  0.0000  -1.4388  -4.0611   2.7641  -8.4423  -0.2501  -0.2657   0.2476  -1.0517  -0.1397   0.1073  -0.4490 
  0.0000  -1.3861  -4.2070   2.2129  -7.9397  -0.2121  -0.4163   0.3523  -1.3667  -0.1415   0.0916  -0.4212 
  0.0000  -1.5482  -4.4988   2.0548  -8.0005  -0.0961  -0.3817   0.3583  -1.2871  -0.1499   0.0888  -0.4223 
  0.0000  -1.5482  -4.8149   2.0346  -8.1829  -0.0701  -0.3220   0.2467  -1.0716  -0.1564   0.0869  -0.4378 
  0.0000  -1.3780  -4.3083   1.7630  -8.0775  -0.0692  -0.7903   0.3255  -1.1010  -0.1500   0.0864  -0.4146 
  0.0000  -1.4023  -4.9730   1.5320  -7.7979  -0.3350  -0.6033   0.2735  -1.2205  -0.1580   0.0720  -0.4188 
  0.0000  -1.3496  -4.7825   1.6577  -7.9073  -0.2025  -0.7885   0.1896  -1.0421  -0.1548   0.0767  -0.4220 
  0.0000  -1.0862  -4.8676   1.2524  -8.6733  -0.0874  -0.9443   0.2034  -0.6249  -0.1672   0.0768  -0.4450 
  0.0000  -0.8390  -5.3539   1.3902  -7.9397  -0.0692  -0.7998   0.0684  -0.8690  -0.1593   0.0602  -0.4495 
  0.0000  -0.8430  -5.6295   1.3375  -7.4534   0.0606  -0.7903   0.0346  -1.0569  -0.1574   0.0501  -0.4408 
  0.0000  -1.0578  -5.9092   1.1065  -8.2478   0.3878  -0.8682   0.0104  -0.4414  -0.1764   0.0563  -0.4612 
  0.0000  -0.7417  -5.9943   0.8673  -7.5506   0.3523  -0.8742   0.0052  -0.7868  -0.1677   0.0396  -0.4439 
  0.0000  -0.5350  -6.2253   0.6323  -7.1656   0.3376  -0.8387   0.0225  -0.9331  -0.1662   0.0263  -0.4379 
  0.0000  -0.4175  -6.1686   0.4620  -6.9184   0.4051  -1.0257   0.0104  -0.8249  -0.1630   0.0204  -0.4263 
  0.0000  -0.5471  -6.3834  -0.0243  -7.0157   0.5427  -1.0170   0.1688  -0.7894  -0.1746   0.0144  -0.4165 
  0.0000  -0.1135  -6.5820  -0.0122  -6.6914   0.4345  -0.9616   0.1160  -0.8379  -0.1675   0.0026  -0.4269 
  0.0000   0.0892  -6.7887  -0.1135  -6.2294   0.5081  -0.9616   0.0597  -0.9642  -0.1630  -0.0095  -0.4219 
  0.0000   0.0284  -6.8981  -0.2553  -6.3348   0.6942  -1.0283   0.0831  -0.7340  -0.1682  -0.0106  -0.4223 
  0.0000   0.0527  -7.3561  -0.6363  -6.5779   0.7375  -0.8812   0.2450  -0.6829  -0.1815  -0.0183  -0.4335 
  0.0000   0.5107  -7.2386  -0.5755  -6.0429   0.7253  -1.0430   0.1281  -0.6968  -0.1668  -0.0285  -0.4291 
  0.0000   0.7579  -7.5020  -0.4904  -5.7430   0.6769  -0.9253   0.0649  -0.8067  -0.1622  -0.0376  -0.4387 
  0.0000   0.9524  -7.3237  -0.4661  -5.6579   0.7158  -1.0257   0.0017  -0.7054  -0.1562  -0.0386  -0.4373 
  0.0000   0.8998  -7.1413  -0.7295  -6.1037   0.9201  -1.1677   0.0216  -0.3133  -0.1634  -0.0333  -0.4356 
  0.0000   1.1672  -7.3845  -0.4539  -5.5688   0.9253  -1.1677  -0.0078  -0.5254  -0.1530  -0.0430  -0.4437 
  0.0000   1.4712  -7.6601  -0.4985  -5.4715   0.8898  -1.0932  -0.0069  -0.4657  -0.1520  -0.0520  -0.4579 
  0.0000   1.4388  -8.3693  -0.5228  -4.9892   1.1521  -0.8985  -0.0519  -0.5496  -0.1555  -0.0668  -0.4635 
  0.0000   1.8238  -7.3196  -0.6242  -5.2324   1.0101  -1.3061  -0.0623  -0.3332  -0.1419  -0.0567  -0.4465 
  0.0000   2.5534  -7.3439  -0.8916  -5.3175   0.7089  -1.4195  -0.0026  -0.1255  -0.1375  -0.0684  -0.4650 
  0.0000   2.6790  -7.5506  -0.9160  -5.0094   0.8803  -1.3711  -0.0147  -0.1125  -0.1350  -0.0767  -0.4650 
  0.0000   2.6425  -7.7857  -0.8795  -4.4015   1.0647  -1.0967  -0.0511  -0.2372  -0.1303  -0.0863  -0.4529 
  0.0000   2.8573  -7.8060  -0.9484  -4.1462   0.9426  -1.2187  -0.0502  -0.2735  -0.1255  -0.0933  -0.4500 
  0.0000   3.3842  -7.9559  -0.8390  -4.0611   0.9063  -1.1607  -0.1446  -0.1601  -0.1184  -0.1015  -0.4728 
  0.0000   3.1005  -8.1991  -0.9970  -4.0611   1.2161  -0.8664  -0.0892  -0.0571  -0.1270  -0.1029  -0.4664 
  0.0000   3.5058  -8.0248  -0.7903  -3.8908   1.0672  -1.2300  -0.2112  -0.0242  -0.1150  -0.1054  -0.4750 
  0.0000   3.6274  -8.1870  -0.7660  -3.4531   1.1408  -1.0768  -0.2553  -0.0303  -0.1097  -0.1141  -0.4708 
  0.0000   4.0732  -8.2072  -0.5471  -3.2464   1.0309  -0.9443  -0.3774  -0.0260  -0.0991  -0.1198  -0.4864 
  0.0000   4.8392  -7.7087  -0.7660  -3.0438   0.5488  -1.3321  -0.3029  -0.0312  -0.0835  -0.1284  -0.4814 
  0.0000   4.3448  -7.7492  -0.5269  -2.8735   1.0872  -1.3217  -0.4337  -0.2320  -0.0851  -0.1218  -0.4689 
  0.0000   4.2313  -8.0978  -0.4256  -2.7155   1.2231  -1.1192  -0.4942  -0.1835  -0.0876  -0.1255  -0.4746 
  0.0000   4.5028  -7.4331  -0.3445  -1.9941   1.1876  -1.3711  -0.5998  -0.7600  -0.0659  -0.1286  -0.4411 
  0.0000   4.7298  -7.3115  -0.2715  -1.4834   1.2542  -1.4542  -0.6172  -0.6613  -0.0542  -0.1354  -0.4303 
  0.0000   5.8281  -7.0562  -0.2715  -1.3253   0.8067  -1.5546  -0.6102  -0.3990  -0.0353  -0.1479  -0.4525 
  0.0000   5.3256  -7.3683  -0.2351  -1.5118   1.0023  -1.4360  -0.6509  -0.3904  -0.0474  -0.1427  -0.4536 
  0.0000   5.4877  -6.9913  -0.0162  -1.5320   1.1451  -1.5667  -0.7141  -0.1394  -0.0381  -0.1370  -0.4544 
  0.0000   5.8484  -7.2588  -0.0000  -1.3496   1.0041  -1.3953  -0.7314  -0.0995  -0.0345  -0.1470  -0.4694 
  0.0000   5.6052  -7.4169  -0.0000  -1.1916   1.2170  -1.2923  -0.7288  -0.0641  -0.0375  -0.1479  -0.4615 
  0.0000   6.5050  -7.2467  -0.0162  -0.9524   0.8924  -1.3087  -0.6457   0.0355  -0.0214  -0.1602  -0.4769 
  0.0000   6.1321  -6.9913   0.0648  -1.1227   1.1426  -1.4178  -0.6777   0.2268  -0.0240  -0.1492  -0.4646 
  0.0000   6.0835  -6.9062  -0.0000  -1.0862   1.2265  -1.3979  -0.6241   0.3055  -0.0239  -0.1488  -0.4570 
  0.0000   5.9497  -7.5993   0.0405  -1.0011   1.4767  -0.9469  -0.5375   0.4311  -0.0326  -0.1563  -0.4737 
  0.0000   6.2496  -6.9184   0.1743  -0.7538   1.3555  -1.1979  -0.5548   0.3679  -0.0156  -0.1530  -0.4577 
  0.0000   6.5779  -6.7238   0.0243  -0.7944   1.2187  -1.2932  -0.4562   0.4726  -0.0114  -0.1560  -0.4585 
  0.0000   6.5455  -6.6428   0.2797  -0.6728   1.4161  -1.1754  -0.4458   0.5600  -0.0061  -0.1529  -0.4591 
  0.0000   6.4685  -7.3804   0.4134  -0.1824   1.5122  -0.7539  -0.4388   0.3826  -0.0085  -0.1657  -0.4690 
  0.0000   6.8941  -6.4807   0.6201  -0.1986   1.2828  -1.1304  -0.4709   0.4423   0.0104  -0.1570  -0.4608 
  0.0000   6.9792  -6.0551   0.6242  -0.1013   1.4031  -1.1962  -0.3731   0.5375   0.0181  -0.1539  -0.4467 
  0.0000   7.0075  -5.9133   1.0092  -0.0486   1.4879  -1.2031  -0.4683   0.5522   0.0257  -0.1483  -0.4539 
  0.0000   6.9549  -6.2902   0.9849   0.4499   1.5875  -0.8993  -0.3783   0.3601   0.0262  -0.1589  -0.4474 
  0.0000   8.1221  -5.4634   1.0335   0.1621   1.0802  -1.1391  -0.1697   0.6197   0.0482  -0.1589  -0.4694 
  0.0000   7.3237  -5.5688   1.1348   0.0851   1.4966  -1.0067  -0.1134   0.7210   0.0372  -0.1480  -0.4527 
  0.0000   7.3358  -5.6295   1.3172   0.0162   1.5624  -0.9037  -0.1065   0.8335   0.0380  -0.1458  -0.4632 
  0.0000   7.2710  -5.8160   1.3253   0.3080   1.6446  -0.6146   0.1151   0.7530   0.0386  -0.1509  -0.4579 
  0.0000   7.6398  -5.0581   1.4712   0.7093   1.5208  -0.9322   0.3376   0.6189   0.0595  -0.1492  -0.4370 
  0.0000   7.1170  -4.7460   1.6941   0.5998   1.8731  -1.0015   0.2199   0.7236   0.0583  -0.1346  -0.4207 
  0.0000   7.6033  -5.0621   1.5199   0.8754   1.6610  -0.5946   0.5384   0.6189   0.0617  -0.1503  -0.4321 
  0.0000   8.3531  -4.4177   1.3658   0.8998   1.3477  -0.8258   0.2908   0.6379   0.0775  -0.1538  -0.4298 
  0.0000   7.8830  -4.6609   2.3223   0.6566   1.5901  -0.6301   0.2744   0.7825   0.0775  -0.1360  -0.4614 
  0.0000   7.4817  -4.1745   2.4561   1.0092   1.8047  -0.6769   0.1272   0.6310   0.0847  -0.1276  -0.4254 
  0.0000   7.6236  -3.8544   3.0519   0.6809   1.7017  -0.7617   0.2086   0.8647   0.0938  -0.1138  -0.4496 
  0.0000   8.1383  -3.7976   2.7601   1.1227   1.5251  -0.7444   0.4994   0.6431   0.1028  -0.1287  -0.4407 
  0.0000   7.8100  -3.5139   3.2626   0.9241   1.6619  -0.6587   0.0710   0.7513   0.1060  -0.1123  -0.4436 
  0.0000   7.9640  -3.5180   3.8179   1.1105   1.5675  -0.5531   0.6128   0.6665   0.1172  -0.1097  -0.4607 
  0.0000   8.8881  -2.8573   3.2383   1.3294   1.1616  -0.8093   0.3713   0.5116   0.1325  -0.1230  -0.4433 
  0.0000   8.2842  -3.1167   4.0611   1.1551   1.3598  -0.4648   0.1013   0.5687   0.1298  -0.1062  -0.4645 
  0.0000   7.9033  -3.0802   4.4137   1.6658   1.5416  -0.3921   0.0831   0.2501   0.1363  -0.1029  -0.4458 
  0.0000   8.8516  -1.8968   4.4177   1.8725   1.1625  -0.9487   0.1255   0.0918   0.1656  -0.1025  -0.4316 
  0.0000   7.9195  -2.1562   4.6933   1.6090   1.4507  -0.6500   0.2043   0.1272   0.1508  -0.0874  -0.4273 
  0.0000   7.9316  -2.0062   4.5879   1.7995   1.4057  -0.6431   0.3670   0.0234   0.1539  -0.0894  -0.4132 
  0.0000   9.2164  -1.6293   4.7217   1.7995   0.6734  -0.7686   0.4406   0.0138   0.1764  -0.0990  -0.4470 
  0.0000   8.2599  -1.7671   5.1432   1.5361   1.0058  -0.5574   0.4492   0.0251   0.1647  -0.0802  -0.4427 
  0.0000   8.1464  -1.6698   5.3864   1.4347   1.0292  -0.4856   0.3947   0.0571   0.1662  -0.0733  -0.4470 
  0.0000   8.8760  -1.2321   5.6701   1.1794   0.5193  -0.6552   0.3350   0.2432   0.1812  -0.0702  -0.4740 
  0.0000   7.9397  -1.3902   5.7673   0.8511   0.8924  -0.4527   0.4856   0.1420   0.1646  -0.0552  -0.4625 
  0.0000   7.5061  -0.9362   6.1686   0.5998   1.0672  -0.5548   0.3194   0.0173   0.1667  -0.0359  -0.4549 
  0.0000   7.5669  -0.9889   6.1281   0.5350   0.8439  -0.4951   0.4181   0.0493   0.1655  -0.0370  -0.4594 
  0.0000   8.0167  -0.4782   6.4482   0.5593   0.6154  -0.5964   0.4285  -0.1099   0.1818  -0.0326  -0.4670 
  0.0000   7.2143  -0.4256   6.3388   0.2715   0.9045  -0.5756   0.5384  -0.0459   0.1675  -0.0197  -0.4450 
  0.0000   6.9184  -0.8065   6.4118   0.2351   1.0283  -0.3073   0.5496  -0.1091   0.1595  -0.0194  -0.4514 
  0.0000   7.5385  -0.2432   6.5577   0.0405   0.4830  -0.5176   0.6570  -0.1593   0.1737  -0.0158  -0.4642 
  0.0000   6.6914  -0.1945   6.9305   0.0041   0.8812  -0.3436   0.5895  -0.2173   0.1679   0.0005  -0.4485 
